[30.095850000000002, 31.375570000000003]
[30.09589, 31.376]
[30.095270000000003, 31.37608]
[30.095160000000003, 31.375040000000002]
[30.095080000000003, 31.374270000000003]
[30.09502, 31.373300000000004]
[30.09493, 31.37216]
[30.094920000000002, 31.372030000000002]
[30.095460000000003, 31.37196]
[30.096750000000004, 31.371810000000004]
[30.09747, 31.371720000000003]
[30.097630000000002, 31.37168]
